rank,source_page,source_page_start,subject_id,title,rating,rating_count,star_count,labels,is_tv,abstract,abstract_2,cover_url,subject_url,search_url,parse_source,tpl_name
318,22,315,5041038,戴拿奥特曼 归来的哈乃次郎 ウルトラマンダイナ 帰ってきたハネジロー‎ (2001),8.2,2623,4.0,[],False,日本 / 动作 / 科幻 / Ultraman Dyna: The Return Of Hanejiro / Ultraman Dyna: Hanejiro Came Back / 48分钟,原田昌樹 / つるの剛士 / 木之元亮 / 布川敏和 / 山田まりや / 斉藤りさ / 加瀬尊朗 / 小野寺丈,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2191930665.webp,https://movie.douban.com/subject/5041038/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=315,window.__DATA__,search_subject
319,22,315,1431713,东郭先生‎ (1955),8.0,21915,4.0,['可播放'],False,中国大陆 / 动画 / 短片 / 儿童 / El Señor Tun Kuo / 10分钟,虞哲光 / 许秉铎,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2867147580.webp,https://movie.douban.com/subject/1431713/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=315,window.__DATA__,search_subject
320,22,315,2030600,大力水手 The Popeye Show‎ (2001),8.7,23288,4.5,['剧集'],True,美国 / 动画 / 家庭 / Popeye the Sailor / 30分钟,Barry Mills,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2927692373.webp,https://movie.douban.com/subject/2030600/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=315,window.__DATA__,search_subject
321,22,315,4097232,精灵世纪 第一季 精灵世纪‎ (2006),9.5,11349,5.0,['剧集'],True,中国大陆 / 剧情 / 动画 / Wizard Century / 16分钟,刘阔 / 关心 / 林继东 / 边辉 / 姬他,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2633165857.webp,https://movie.douban.com/subject/4097232/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=315,window.__DATA__,search_subject
322,22,315,5041060,生肖传奇之十二生肖总动员‎ (2010),8.7,4763,4.5,"['剧集', '可播放']",True,中国大陆 / 剧情 / 喜剧 / 动画 / 十二生肖总动员 / 22分钟,华强数字动漫公司 / 万丹青 / 胡婷 / 史华著 / 张秉君 / 王雨暄,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2858721260.webp,https://movie.douban.com/subject/5041060/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=315,window.__DATA__,search_subject
323,22,315,5975033,西游记‎ (2010),9.2,3371,4.5,['剧集'],True,"中国大陆 / 动画 / 奇幻 / 冒险 / Monkey, Monk, and the Monsters Go West / 20分钟",龚宾四,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2893844255.webp,https://movie.douban.com/subject/5975033/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=315,window.__DATA__,search_subject
324,22,315,1951386,丑小鸭 Ugly Duckling‎ (1939),8.2,10036,4.0,['可播放'],False,美国 / 动画 / 喜剧 / 家庭 / 短片 / 丑小鸭 / 9分钟,Jack Cutting,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2351277114.webp,https://movie.douban.com/subject/1951386/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=315,window.__DATA__,search_subject
325,22,315,4115013,铁臂阿童木 鉄腕アトム‎ (1980),9.1,7755,4.5,"['剧集', '可播放']",True,日本 / 动画 / 动作 / 冒险 / 家庭 / 科幻 / 小战士 / 原子小金刚 / 24分钟,手冢治虫 / 安浓高志 / 石黑升 / 出崎哲 / 秋山胜仁 / 桥本直人 / 清水真理 / 大木民夫 / 胜田久 / 菅谷政子 / 森功至 / 森山周一郎 / 桑原毅 / 日比野美佐子,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2888534144.webp,https://movie.douban.com/subject/4115013/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=315,window.__DATA__,search_subject
326,22,315,2029939,时间飞船 タイムボカン‎ (1975),9.2,5237,4.5,['剧集'],True,日本 / 动画 / 家庭 / 科幻 / 时间飞船 / 25分钟,笹川浩 / 案纳正美 / 真下耕一 / 植田秀仁 / 西牧秀雄 / 大贯信夫 / 山田胜久 / 布川郁司 / 西久保瑞穗 / 太田淑子 / 冈本茉莉 / 桂玲子 / 槐柳二 / 泷口顺平 / 横泽启子 / 肝付兼太 / 池田胜,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2901836460.webp,https://movie.douban.com/subject/2029939/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=315,window.__DATA__,search_subject
327,22,315,1466115,金色的海螺‎ (1963),8.4,4944,4.0,['可播放'],False,中国大陆 / 爱情 / 动画 / 短片 / 35分钟,万古蟾,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2668272810.webp,https://movie.douban.com/subject/1466115/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=315,window.__DATA__,search_subject
328,22,315,1431949,小马虎‎ (1980),8.0,12674,4.0,['可播放'],False,中国大陆 / 动画 / 短片 / 20分钟,刘蕙仪 / 程之,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2649056159.webp,https://movie.douban.com/subject/1431949/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=315,window.__DATA__,search_subject
329,22,315,2349573,托马斯和朋友 第一季 Thomas the Tank Engine & Friends Season 1‎ (1984),7.6,9093,4.0,"['剧集', '可播放']",True,英国 / 儿童 / 动画 / 短片 / 汤玛斯和朋友伟大的发现 / 托马斯和他的朋友们 / 10分钟,W. Awdry / Oliver / Percy / Peter Sam,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2536661079.webp,https://movie.douban.com/subject/2349573/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=315,window.__DATA__,search_subject
330,22,315,2249540,小溪流‎ (1962),7.9,1225,4.0,['可播放'],False,中国 / 动画 / 30分钟,何玉门,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2649072288.webp,https://movie.douban.com/subject/2249540/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=315,window.__DATA__,search_subject
331,23,330,2244569,特别车队‎ (1993),8.7,3004,4.5,"['剧集', '可播放']",True,中国大陆 / 剧情 / 儿童 / 动作 / 动画 / 冒险 / 18分钟,杨凯华 / 翁振新 / 韦启昌 / 洪海天 / 史履春 / 梁正晖,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2571588820.webp,https://movie.douban.com/subject/2244569/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=330,window.__DATA__,search_subject
332,23,330,26969037,赛尔号大电影6：圣者无敌‎ (2017),4.9,2485,2.5,['可播放'],False,中国大陆 / 儿童 / 动画 / 奇幻 / 冒险 / 赛尔号6圣者无敌 / 赛尔号大电影6 / 98分钟,王章俊 / 罗玉婷 / 翟巍 / 王晓彤 / 李晔,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2531652478.webp,https://movie.douban.com/subject/26969037/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=330,window.__DATA__,search_subject
333,23,330,1830126,查理·布朗和史努比秀 第一季 The Charlie Brown and Snoopy Show Season 1‎ (1983),9.0,10726,4.5,['剧集'],True,美国 / 动画 / 短片 / 史努比 / 22分钟,Sam Jaimes / Bill Melendez,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2628061376.webp,https://movie.douban.com/subject/1830126/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=330,window.__DATA__,search_subject
334,23,330,2136517,极速赛车手 マッハGoGoGo‎ (1967),7.9,1579,4.0,['剧集'],True,日本 / 动作 / 动画 / 冒险 / 马赫5号 / 极速赛车手 / 30分钟,笹川浩 / 鸟海永行 / 九里一平 / 原征太郎 / 森功至 / 野村道子 / 大宫悌二 / 来宫良子 / 堀绚子 / 大竹宏 / 富山敬 / 内海贤二,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2620657688.webp,https://movie.douban.com/subject/2136517/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=330,window.__DATA__,search_subject
335,23,330,5359937,精灵宝可梦：皮卡丘的探险队 ピカチュウたんけんたい‎ (1999),8.5,1182,4.5,[],False,日本 / 动画 / 短片 / Pokemon: Pikachu's Rescue Adventure / 皮卡丘的探险队(台) / 23分钟,汤山邦彦 / 大谷育江 / 兴梠里美 / 爱河里花子 / 林原惠美 / 金井美香 / 犬山犬子 / 坂口候一 / 高木均,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2529937615.webp,https://movie.douban.com/subject/5359937/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=330,window.__DATA__,search_subject
336,23,330,4925435,精灵宝可梦 超级愿望 ポケットモンスター ベストウィッシュ‎ (2010),8.0,4637,4.0,"['剧集', '可播放']",True,日本 / 剧情 / 动画 / 宠物小精灵Best Wishes! / 口袋妖怪Best Wishes! / 24分钟,汤山邦彦 / 矢岛哲生 / 浅田裕二 / 须藤典彦 / 金崎贵臣 / 上田茂 / 西田健一 / 川田武范 / 松井仁之 / 古贺一臣 / 吉村文宏 / 牧野吉高 / 山口赖房 / 竹内启雄 / 松本梨香 / 大谷育江 / 悠木碧 / 宫野真守 / 中村悠一 / 石冢运升 / 林原惠美 / 三木真一郎,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2924122894.webp,https://movie.douban.com/subject/4925435/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=330,window.__DATA__,search_subject
337,23,330,2264584,佐菲奥特曼 奥特战士vs大怪兽军团 ウルトラマンZOFFY ウルトラの戦士VS大怪獣軍団‎ (1984),7.8,1364,4.0,[],False,日本 / 科幻 / 佐菲奥特曼 奥特战士vs大怪兽军团 / Ultraman Zoffy: Ultra Warriors vs. the Giant Monster Army / 84分钟,高野宏一 / 浦野光 / 堀内賢雄 / 小滝進,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2591770372.webp,https://movie.douban.com/subject/2264584/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=330,window.__DATA__,search_subject
338,23,330,4848102,猪猪侠第一部：魔幻环保‎ (2006),7.9,16417,4.0,"['剧集', '可播放']",True,中国大陆 / 儿童 / 喜剧 / 科幻 / 动画 / 冒险 / 猪猪侠第一部（魔幻环保） / 魔幻猪猡纪 / 15分钟,王巍 / 陆双 / 祖晴 / 高全胜,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2590364421.webp,https://movie.douban.com/subject/4848102/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=330,window.__DATA__,search_subject
339,23,330,34610059,海绵宝宝 第十三季 Spongebob Squarepants Season 13‎ (2020),9.1,3727,4.5,['剧集'],True,美国 / 喜剧 / 动画 / 奇幻 / 家庭 / 23分钟,戴夫·坎宁安 / 汤姆·肯尼 / 比尔·法格巴克 / 罗德格尔·邦帕斯 / 克兰西·布朗 / 罗里·艾伦 / 吉尔·塔利 / 玛丽·乔·卡特利特 / 劳伦斯先生,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2914031570.webp,https://movie.douban.com/subject/34610059/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=330,window.__DATA__,search_subject
340,23,330,2285865,游戏王：怪兽之决斗 遊☆戯☆王デュエルモンスターズ‎ (2000),9.5,13049,5.0,"['剧集', '可播放']",True,日本 / 动画 / 游戏王DM / Yû-gi-ôh: Duel Monsters / 24分钟,杉岛邦久 / 笠井贤一 / 小野胜巳 / 细田雅弘 / 菱川直树 / 又野弘道 / 渡边正彦 / 武藤公春 / 北村真咲 / 南康宏 / 吉川浩司 / 松浦锭平 / 清水明 / 石田畅 / 山田彻 / 筱幸裕 / 高木茂树 / 岩井隆央 / 广岛秀树 / 久保太郎 / 志村宏明 / 风间俊介 / 津田健次郎 / 高桥广树 / 近藤孝行,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2253506802.webp,https://movie.douban.com/subject/2285865/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=330,window.__DATA__,search_subject
341,23,330,4906318,蹦巴宝贝 Boohbah‎ (2003),8.2,357,4.0,['剧集'],True,UK / 儿童 / 蹦巴宝贝 / 20分钟,克里斯·伯纳德 / Vic Finch / Emma Ainsley ...  Humbah / Alex Poulter ...  Zumbah / Cal Jaggers ...  Zing Zing Zingbah / Phil Hayes ...  Jumbah / Laura Pero ...  Jingbah,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2897414755.webp,https://movie.douban.com/subject/4906318/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=330,window.__DATA__,search_subject
342,23,330,1874115,松鼠理发师‎ (1983),8.0,3965,4.0,['可播放'],False,中国大陆 / 动画 / 短片 / 11分钟,浦家祥,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2649062991.webp,https://movie.douban.com/subject/1874115/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=330,window.__DATA__,search_subject
343,23,330,1868522,圣斗士星矢 冥王哈迪斯冥界篇 前章 聖闘士星矢 冥王ハーデス冥界編 前章‎ (2005),8.6,8895,4.5,"['剧集', '可播放']",True,日本 / 动画 / Saint Seiya: The Hades Chapter - Inferno / 圣斗士星矢: 冥界篇 / 24分钟,Shigeyasu Yamauchi / 森田成一 / 櫻井孝宏 / 三浦祥朗 / 粕谷雄太 / 小西克幸 / 折笠富美子,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2262328064.webp,https://movie.douban.com/subject/1868522/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=330,window.__DATA__,search_subject
344,23,330,2077448,游戏王 第一部 遊☆戯☆王 (アニメ第1作)‎ (1998),9.1,15098,4.5,['剧集'],True,日本 / 动画 / 惊悚 / 奇幻 / 冒险 / 游戏王(朝日版) / 游戏王前传 / 23分钟,绪方惠美 / 绿川光 / 森川智之 / 野上由加奈 / 置鲇龙太郎 / 青野武 / 盐泽兼人,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2357130328.webp,https://movie.douban.com/subject/2077448/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=330,window.__DATA__,search_subject
345,23,330,2376483,少年金米 鉄拳チンミ‎ (1988),8.1,6059,4.0,['剧集'],True,日本 / 动画 / 功夫小子金米 / 铁拳小子 / 30分钟,大庭寿太郎 / 坂本千夏 / 中原茂 / 野野村俊惠 / 佐佐木优子 / 久保田雅人 / 水岛裕 / 向殿麻美 / 增冈弘,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1630032768.webp,https://movie.douban.com/subject/2376483/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=330,window.__DATA__,search_subject
346,24,345,1864784,猫和老鼠：魔法戒指 Tom and Jerry: The Magic Ring‎ (2002),8.6,7448,4.5,[],False,美国 / 喜剧 / 动画 / 猫和老鼠：魔术戒指 / 62分钟,James T. Walker / 杰夫·贝内特 / 弗兰克·维尔克 / 查理·斯克莱特 / 吉姆·卡明斯 / 麦丽·弗拉纳甘 / 杰斯·哈梅尔 / 莫里斯·拉马奇 / 特蕾丝·麦克尼尔,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2561801844.webp,https://movie.douban.com/subject/1864784/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=345,window.__DATA__,search_subject
347,24,345,3098564,梦之蜡笔王国 夢のクレヨン王国‎ (1997),8.4,1025,4.0,['剧集'],True,日本 / 动画 / 蜡笔小王国 / Crayon Kingdom of Dreams / 30分钟,佐藤顺一 / 山内重保 / 矢部秋则 / 岩井隆央 / 冈佳广 / 广岛秀树 / 五十岚卓哉 / 德光由禾 / 坂田修 / 竹内顺子 / 葛城七穗 / 乃村健次,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2461218879.webp,https://movie.douban.com/subject/3098564/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=345,window.__DATA__,search_subject
348,24,345,2372011,四驱小子 ダッシュ!四駆郎‎ (1989),7.9,14568,4.0,['剧集'],True,日本 / 剧情 / 动画 / 四驅小子 / 四驱郎 / 20分钟,笹川浩 / 山田隆司 / 丸尾未步 / 野泽雅子 / 关俊彦 / 佐久间玲 / 片岡富枝 / 西原久美子 / 堀本等 / 安倍敦 / 鈴木清信,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2453535314.webp,https://movie.douban.com/subject/2372011/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=345,window.__DATA__,search_subject
349,24,345,1466114,西岳奇童‎ (1984),8.8,3999,4.5,['可播放'],False,中国大陆 / 动画 / 54分钟,靳夕 / 刘蕙仪 / 武向彤 / 韩非 / 丁建华 / 洪融 / 乔榛 / 谭鹏飞,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2407038217.webp,https://movie.douban.com/subject/1466114/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=345,window.__DATA__,search_subject
350,24,345,26681550,喜羊羊与灰太狼大电影11‎ (2026),0.0,0,0.0,[],False,中国大陆 / 动画 / 90分钟,黄伟明 / 祖晴 / 张琳 / 邓玉婷 / 高全胜 / 梁颖 / 刘红韵 / 赵娜,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2570490041.webp,https://movie.douban.com/subject/26681550/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=345,window.__DATA__,search_subject
351,24,345,1777361,樱桃小丸子2 ちびまる子ちゃん2‎ (1995),9.2,24642,4.5,['剧集'],True,日本 / 儿童 / 喜剧 / 动画 / 短片 / 家庭 / 樱桃小丸子动画版 / Chibi Maruko-chan / 24分钟,芝山努 / 高木淳 / 鳕子 / 青野武 / 茶风林 / 柏仓敦 / 菊池正美 / 水谷优子 / 田野惠 / 飞田展男,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2508008555.webp,https://movie.douban.com/subject/1777361/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=345,window.__DATA__,search_subject
352,24,345,1845597,"丹佛，最后的恐龙 Denver, the Last Dinosaur‎ (1988)",7.9,11934,4.0,"['剧集', '可播放']",True,美国 / 动画 / 家庭 / 丹佛，最后的恐龙 / 丹佛恐龙 / 29分钟,汤姆·波顿 / 帕特·弗雷利 / 杰克·安杰尔 / 亚当·卡尔,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2518123090.webp,https://movie.douban.com/subject/1845597/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=345,window.__DATA__,search_subject
353,24,345,3558793,2112年 哆啦A梦诞生 2112年 ドラえもん誕生‎ (1995),9.3,3843,4.5,[],False,日本 / 剧情 / 科幻 / 动画 / 短片 / 2112年哆啦A梦诞生 / 31分钟,米谷良知 / 大山羡代 / 横山智佐 / 矢田稔 / 太田淑子 / 皆口裕子 / 永井一郎 / 西原久美子,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507589858.webp,https://movie.douban.com/subject/3558793/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=345,window.__DATA__,search_subject
354,24,345,35496650,舒克贝塔·五角飞碟‎ (2023),6.1,2339,3.0,['可播放'],False,中国大陆 / 喜剧 / 科幻 / 动画 / 冒险 / 舒克贝塔之五角飞碟 / 92分钟,郑亚旗 / 杨凝 / 张璐 / 郑渊洁 / 王凯 / 郑在 / 露西 / 周侗 / 孙熹鹤,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2902498511.webp,https://movie.douban.com/subject/35496650/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=345,window.__DATA__,search_subject
355,24,345,4930399,海宝来了‎ (2010),6.4,2934,3.0,"['剧集', '可播放']",True,中国大陆 / 儿童 / 喜剧 / 科幻 / 动画,洪浩 / 徐刚 / 骆妍倩 / 孙晔,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2867329122.webp,https://movie.douban.com/subject/4930399/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=345,window.__DATA__,search_subject
356,24,345,2076326,爱探险的朵拉 第一季 Dora the Explorer Season 1‎ (2000),7.8,5478,4.0,"['剧集', '可播放']",True,加拿大 / 美国 / 儿童 / 动画 / 冒险 / 小小冒险家朵乐 / 30分钟,Chris Gifford / Valerie Walsh / Jason Thornton,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2166137242.webp,https://movie.douban.com/subject/2076326/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=345,window.__DATA__,search_subject
357,24,345,3506116,美少女战士Sailor Stars 美少女戦士セーラームーン セーラースターズ‎ (1996),9.0,5585,4.5,"['剧集', '可播放']",True,日本 / 动画 / 动作 / 剧情 / 奇幻 / 爱情 / 惊悚 / 美少女战士之最后的星光 / Sailor Moon Sailor Stars / 25分钟,五十岚卓哉 / 佐藤顺一 / 小坂春女 / 细田雅弘 / 芝田浩树 / 三石琴乃 / 久川绫 / 富泽美智惠 / 筱原惠美 / 深见梨加 / 荒木香惠 / 石田彰 / 古川登志夫,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1956754841.webp,https://movie.douban.com/subject/3506116/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=345,window.__DATA__,search_subject
358,24,345,3215138,海绵宝宝 第三季 SpongeBob SquarePants Season 3‎ (2002),9.6,12722,5.0,"['剧集', '可播放']",True,美国 / 喜剧 / 动画 / 23分钟,Alan Smart / 汤姆·肯尼 / 比尔·法格巴克 / 玛丽·乔·卡特利特 / 欧内斯特·博格宁 / 罗德格尔·邦帕斯 / 卡罗琳·劳伦斯 / 克兰西·布朗 / 劳伦斯先生,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2511348658.webp,https://movie.douban.com/subject/3215138/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=345,window.__DATA__,search_subject
359,24,345,20452338,奇奇颗颗历险记‎ (2006),8.2,8884,4.0,"['剧集', '可播放']",True,中国大陆 / 剧情 / 儿童 / 动画 / 冒险 / 7分钟,罗沐 / 赵育军 / 刘素贞 / 陈群 / 晏婷 / 刘娟 / 张怀武 / 袁文君,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2546807853.webp,https://movie.douban.com/subject/20452338/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=345,window.__DATA__,search_subject
360,24,345,2295831,十二生肖守护神 十二戦支 爆烈エトレンジャー‎ (1995),8.7,12254,4.5,['剧集'],True,日本 / 动画 / 十二生肖 爆烈戰士 / The Twelve Warriors Bakuretsu Eto-ranger,池田仁男 / 下坂英男 / 坂本千夏 / 森川智之 / 星野充昭 / 冰上恭子 / 山野井仁 / 纳谷六朗 / 长嶝高士 / 宫村优子,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2509139506.webp,https://movie.douban.com/subject/2295831/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=345,window.__DATA__,search_subject
361,25,360,11598913,铁甲威虫之骑刃王‎ (2012),9.3,6841,4.5,"['剧集', '可播放']",True,中国大陆 / 儿童 / 动画 / 铁甲威虫骑刃王 / 25分钟,王巍 / 祖晴 / 邓红 / 严彦子 / 刘晓天 / 廖春玉,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2581627610.webp,https://movie.douban.com/subject/11598913/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=360,window.__DATA__,search_subject
362,25,360,5031365,晶码战士‎ (2010),7.0,5181,3.5,"['剧集', '可播放']",True,中国大陆 / 儿童 / 科幻 / 动画 / 冒险 / 13分钟,孙德荣 / 乔峰 / 杨欧 / 李正翔 / 冯骏骅 / 海帆 / 刘彬 / 王肖兵 / 黄莺 / 李敏妍,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2867319324.webp,https://movie.douban.com/subject/5031365/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=360,window.__DATA__,search_subject
363,25,360,5157533,游戏王十周年纪念剧场版 超融合！超越时空的牵绊 劇場版 遊☆戯☆王 ～超融合！時空を越えた絆～‎ (2010),7.9,3501,4.0,[],False,日本 / 动画 / Gekijouban Yuugiou: Chouyuugou! Jikuu o koeta kizuna / 游戏王剧场版:超融合!穿越时空的羁绊 / 49分钟,竹下健一 / 风间俊介 / 大桥贤一郎 / 宫下雄也 / 宫泽正 / 高杉Jay二郎 / 山口胜平 / 鹤弘美 / 星野贵纪,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2245229745.webp,https://movie.douban.com/subject/5157533/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=360,window.__DATA__,search_subject
